date,state,fips,cases,daily_cases,deaths,daily_deaths,total_vaccinations,total_distributed,daily_distributed,total_people_vaccinated,daily_people_vaccinated,total_people_fully_vaccinated,daily_people_fully_vaccinated,daily_vaccinations,mobility_composite
11/3/2020,South Carolina,45,179952,1035,3968,22,,,,,,,,,-13.59650981
11/2/2020,South Carolina,45,178917,894,3946,10,,,,,,,,,-13.44166232
11/1/2020,South Carolina,45,178023,1411,3936,1,,,,,,,,,-13.27661854
10/31/2020,South Carolina,45,176612,1018,3935,39,,,,,,,,,-13.10045366
10/30/2020,South Carolina,45,175594,1003,3896,7,,,,,,,,,-12.90793325
10/29/2020,South Carolina,45,174591,1100,3889,13,,,,,,,,,-12.69198763
10/28/2020,South Carolina,45,173491,912,3876,34,,,,,,,,,-12.44712596
10/27/2020,South Carolina,45,172579,1078,3842,19,,,,,,,,,-12.1725705
10/26/2020,South Carolina,45,171501,823,3823,21,,,,,,,,,-11.87333038
10/25/2020,South Carolina,45,170678,1337,3802,9,,,,,,,,,-11.56029302
10/24/2020,South Carolina,45,169341,792,3793,16,,,,,,,,,-11.24863217
10/23/2020,South Carolina,45,168549,1064,3777,22,,,,,,,,,-10.95341094
10/22/2020,South Carolina,45,167485,1128,3755,47,,,,,,,,,-10.68822994
10/21/2020,South Carolina,45,166357,864,3708,12,,,,,,,,,-10.46758667
10/20/2020,South Carolina,45,165493,884,3696,35,,,,,,,,,-10.30790002
10/19/2020,South Carolina,45,164609,619,3661,11,,,,,,,,,-10.22604425
10/18/2020,South Carolina,45,163990,776,3650,13,,,,,,,,,-10.23629609
10/17/2020,South Carolina,45,163214,961,3637,22,,,,,,,,,-10.34479155
10/16/2020,South Carolina,45,162253,1147,3615,8,,,,,,,,,-10.54173325
10/15/2020,South Carolina,45,161106,1297,3607,14,,,,,,,,,-10.80145591
10/14/2020,South Carolina,45,159809,926,3593,17,,,,,,,,,-11.08860305
10/13/2020,South Carolina,45,158883,828,3576,17,,,,,,,,,-11.36424325
10/12/2020,South Carolina,45,158055,649,3559,7,,,,,,,,,-11.59204565
10/11/2020,South Carolina,45,157406,785,3552,1,,,,,,,,,-11.74351637
10/10/2020,South Carolina,45,156621,945,3551,21,,,,,,,,,-11.80014869
10/9/2020,South Carolina,45,155676,921,3530,16,,,,,,,,,-11.75249303
10/8/2020,South Carolina,45,154755,1050,3514,12,,,,,,,,,-11.60158998
10/7/2020,South Carolina,45,153705,735,3502,31,,,,,,,,,-11.36070129
10/6/2020,South Carolina,45,152970,811,3471,15,,,,,,,,,-11.05461455
10/5/2020,South Carolina,45,152159,577,3456,3,,,,,,,,,-10.71983954
10/4/2020,South Carolina,45,151582,691,3453,11,,,,,,,,,-10.40033726
10/3/2020,South Carolina,45,150891,1706,3442,33,,,,,,,,,-10.13762635
10/2/2020,South Carolina,45,149185,862,3409,9,,,,,,,,,-9.959112293
10/1/2020,South Carolina,45,148323,381,3400,22,,,,,,,,,-9.875520217
9/30/2020,South Carolina,45,147942,308,3378,19,,,,,,,,,-9.885693014
9/29/2020,South Carolina,45,147634,1179,3359,22,,,,,,,,,-9.980447009
9/28/2020,South Carolina,45,146455,568,3337,11,,,,,,,,,-10.14632317
9/27/2020,South Carolina,45,145887,614,3326,3,,,,,,,,,-10.36985049
9/26/2020,South Carolina,45,145273,1371,3323,26,,,,,,,,,-10.63810654
9/25/2020,South Carolina,45,143902,1195,3297,18,,,,,,,,,-10.93609245
9/24/2020,South Carolina,45,142707,1021,3279,17,,,,,,,,,-11.2485273
9/23/2020,South Carolina,45,141686,897,3262,19,,,,,,,,,-11.56429502
9/22/2020,South Carolina,45,140789,2665,3243,31,,,,,,,,,-11.87748507
9/21/2020,South Carolina,45,138124,416,3212,13,,,,,,,,,-12.18634335
9/20/2020,South Carolina,45,137708,468,3199,11,,,,,,,,,-12.49030573
9/19/2020,South Carolina,45,137240,922,3188,11,,,,,,,,,-12.785699
9/18/2020,South Carolina,45,136318,872,3177,19,,,,,,,,,-13.06327479
9/17/2020,South Carolina,45,135446,1324,3158,26,,,,,,,,,-13.31129311
9/16/2020,South Carolina,45,134122,652,3132,34,,,,,,,,,-13.52302945
9/15/2020,South Carolina,45,133470,790,3098,21,,,,,,,,,-13.6999004
9/14/2020,South Carolina,45,132680,816,3077,13,,,,,,,,,-13.8462716
9/13/2020,South Carolina,45,131864,1886,3064,24,,,,,,,,,-13.96444535
9/12/2020,South Carolina,45,129978,932,3040,12,,,,,,,,,-14.05166563
9/11/2020,South Carolina,45,129046,2454,3028,53,,,,,,,,,-14.09766486
9/10/2020,South Carolina,45,126592,379,2975,33,,,,,,,,,-14.08749533
9/9/2020,South Carolina,45,126213,305,2942,30,,,,,,,,,-14.00825526
9/8/2020,South Carolina,45,125908,301,2912,5,,,,,,,,,-13.85394669
9/7/2020,South Carolina,45,125607,655,2907,20,,,,,,,,,-13.6277933
9/6/2020,South Carolina,45,124952,663,2887,10,,,,,,,,,-13.34374649
9/5/2020,South Carolina,45,124289,964,2877,31,,,,,,,,,-13.02649807
9/4/2020,South Carolina,45,123325,1629,2846,39,,,,,,,,,-12.70463153
9/3/2020,South Carolina,45,121696,1193,2807,13,,,,,,,,,-12.40518023
9/2/2020,South Carolina,45,120503,657,2794,37,,,,,,,,,-12.15096135
9/1/2020,South Carolina,45,119846,854,2757,37,,,,,,,,,-11.95851394
8/31/2020,South Carolina,45,118992,668,2720,11,,,,,,,,,-11.83904795
8/30/2020,South Carolina,45,118324,1075,2709,11,,,,,,,,,-11.79948316
8/29/2020,South Carolina,45,117249,1298,2698,43,,,,,,,,,-11.84216686
8/28/2020,South Carolina,45,115951,1353,2655,27,,,,,,,,,-11.96264536
8/27/2020,South Carolina,45,114598,505,2628,55,,,,,,,,,-12.15073067
8/26/2020,South Carolina,45,114093,605,2573,44,,,,,,,,,-12.39418053
8/25/2020,South Carolina,45,113488,937,2529,18,,,,,,,,,-12.68079594
8/24/2020,South Carolina,45,112551,563,2511,7,,,,,,,,,-12.99919047
8/23/2020,South Carolina,45,111988,693,2504,11,,,,,,,,,-13.33864747
8/22/2020,South Carolina,45,111295,917,2493,34,,,,,,,,,-13.68743148
8/21/2020,South Carolina,45,110378,1058,2459,58,,,,,,,,,-14.0292238
8/20/2020,South Carolina,45,109320,909,2401,41,,,,,,,,,-14.34466464
8/19/2020,South Carolina,45,108411,739,2360,17,,,,,,,,,-14.61820674
8/18/2020,South Carolina,45,107672,719,2343,55,,,,,,,,,-14.84159271
8/17/2020,South Carolina,45,106953,456,2288,19,,,,,,,,,-15.01473037
8/16/2020,South Carolina,45,106497,615,2269,9,,,,,,,,,-15.14429084
8/15/2020,South Carolina,45,105882,1041,2260,56,,,,,,,,,-15.23921234
8/14/2020,South Carolina,45,104841,932,2204,18,,,,,,,,,-15.30720352
8/13/2020,South Carolina,45,103909,935,2186,42,,,,,,,,,-15.35623683
8/12/2020,South Carolina,45,102974,844,2144,46,,,,,,,,,-15.39846315
8/11/2020,South Carolina,45,102130,971,2098,49,,,,,,,,,-15.44967723
8/10/2020,South Carolina,45,101159,724,2049,18,,,,,,,,,-15.52379896
8/9/2020,South Carolina,45,100435,975,2031,24,,,,,,,,,-15.62917825
8/8/2020,South Carolina,45,99460,1241,2007,45,,,,,,,,,-15.76634566
8/7/2020,South Carolina,45,98219,1422,1962,19,,,,,,,,,-15.92514607
8/6/2020,South Carolina,45,96797,1325,1943,49,,,,,,,,,-16.08629092
8/5/2020,South Carolina,45,95472,1282,1894,47,,,,,,,,,-16.22789793
8/4/2020,South Carolina,45,94190,1239,1847,54,,,,,,,,,-16.33159201
8/3/2020,South Carolina,45,92951,1163,1793,16,,,,,,,,,-16.38588307
8/2/2020,South Carolina,45,91788,1189,1777,26,,,,,,,,,-16.38746544
8/1/2020,South Carolina,45,90599,1583,1751,39,,,,,,,,,-16.34020716
7/31/2020,South Carolina,45,89016,1444,1712,45,,,,,,,,,-16.24986165
7/30/2020,South Carolina,45,87572,1726,1667,52,,,,,,,,,-16.12160446
7/29/2020,South Carolina,45,85846,1737,1615,50,,,,,,,,,-15.96058427
7/28/2020,South Carolina,45,84109,1692,1565,59,,,,,,,,,-15.77152613
7/27/2020,South Carolina,45,82417,1218,1506,15,,,,,,,,,-15.55818223
7/26/2020,South Carolina,45,81199,1191,1491,26,,,,,,,,,-15.32312565
7/25/2020,South Carolina,45,80008,1401,1465,80,,,,,,,,,-15.06661582
7/24/2020,South Carolina,45,78607,2001,1385,51,,,,,,,,,-14.78444392
7/23/2020,South Carolina,45,76606,1564,1334,49,,,,,,,,,-14.4693775
7/22/2020,South Carolina,45,75042,1705,1285,64,,,,,,,,,-14.11621647
7/21/2020,South Carolina,45,73337,1892,1221,57,,,,,,,,,-13.72605988
7/20/2020,South Carolina,45,71445,1459,1164,9,,,,,,,,,-13.30968382
7/19/2020,South Carolina,45,69986,2374,1155,20,,,,,,,,,-12.8873826
7/18/2020,South Carolina,45,67612,1552,1135,39,,,,,,,,,-12.48614129
7/17/2020,South Carolina,45,66060,1977,1096,26,,,,,,,,,-12.1334621
7/16/2020,South Carolina,45,64083,1838,1070,72,,,,,,,,,-11.85415923
7/15/2020,South Carolina,45,62245,1856,998,5,,,,,,,,,-11.67051305
7/14/2020,South Carolina,45,60389,2221,993,21,,,,,,,,,-11.6004749
7/13/2020,South Carolina,45,58168,1520,972,11,,,,,,,,,-11.65431753
7/12/2020,South Carolina,45,56648,1949,961,10,,,,,,,,,-11.83224301
7/11/2020,South Carolina,45,54699,2280,951,22,,,,,,,,,-12.1226149
7/10/2020,South Carolina,45,52419,1728,929,24,,,,,,,,,-12.4990158
7/9/2020,South Carolina,45,50691,1782,905,21,,,,,,,,,-12.9221326
7/8/2020,South Carolina,45,48909,1557,884,38,,,,,,,,,-13.3474478
7/7/2020,South Carolina,45,47352,972,846,19,,,,,,,,,-13.73072335
7/6/2020,South Carolina,45,46380,1533,827,7,,,,,,,,,-14.03321369
7/5/2020,South Carolina,45,44847,1461,820,7,,,,,,,,,-14.227106
7/4/2020,South Carolina,45,43386,1854,813,20,,,,,,,,,-14.29627879
7/3/2020,South Carolina,45,41532,1831,793,9,,,,,,,,,-14.23552627
7/2/2020,South Carolina,45,39701,1782,784,18,,,,,,,,,-14.05593155
7/1/2020,South Carolina,45,37919,1520,766,27,,,,,,,,,-13.78298335
6/30/2020,South Carolina,45,36399,1755,739,19,,,,,,,,,-13.44894809
6/29/2020,South Carolina,45,34644,1324,720,4,,,,,,,,,-13.08733454
6/28/2020,South Carolina,45,33320,1381,716,5,,,,,,,,,-12.73085195
6/27/2020,South Carolina,45,31939,1604,711,17,,,,,,,,,-12.40682712
6/26/2020,South Carolina,45,30335,1313,694,1,,,,,,,,,-12.13081363
6/25/2020,South Carolina,45,29022,1125,693,10,,,,,,,,,-11.90787612
6/24/2020,South Carolina,45,27897,1284,683,10,,,,,,,,,-11.73825238
6/23/2020,South Carolina,45,26613,912,673,14,,,,,,,,,-11.6216837
6/22/2020,South Carolina,45,25701,1008,659,6,,,,,,,,,-11.55897716
6/21/2020,South Carolina,45,24693,907,653,9,,,,,,,,,-11.55077412
6/20/2020,South Carolina,45,23786,1155,644,5,,,,,,,,,-11.5937581
6/19/2020,South Carolina,45,22631,1083,639,18,,,,,,,,,-11.67568362
6/18/2020,South Carolina,45,21548,992,621,4,,,,,,,,,-11.77506927
6/17/2020,South Carolina,45,20556,561,617,10,,,,,,,,,-11.86682237
6/16/2020,South Carolina,45,19995,614,607,5,,,,,,,,,-11.92773923
6/15/2020,South Carolina,45,19381,585,602,2,,,,,,,,,-11.94105763
6/14/2020,South Carolina,45,18796,841,600,1,,,,,,,,,-11.89905196
6/13/2020,South Carolina,45,17955,785,599,6,,,,,,,,,-11.80261173
6/12/2020,South Carolina,45,17170,729,593,5,,,,,,,,,-11.65845146
6/11/2020,South Carolina,45,16441,682,588,13,,,,,,,,,-11.47876043
6/10/2020,South Carolina,45,15759,531,575,7,,,,,,,,,-11.28358667
6/9/2020,South Carolina,45,15228,428,568,11,,,,,,,,,-11.10057595
6/8/2020,South Carolina,45,14800,514,557,11,,,,,,,,,-10.96259642
6/7/2020,South Carolina,45,14286,370,546,1,,,,,,,,,-10.90388448
6/6/2020,South Carolina,45,13916,463,545,7,,,,,,,,,-10.95494
6/5/2020,South Carolina,45,13453,448,538,13,,,,,,,,,-11.13579114
6/4/2020,South Carolina,45,13005,354,525,7,,,,,,,,,-11.45317825
6/3/2020,South Carolina,45,12651,236,518,17,,,,,,,,,-11.90287804
6/2/2020,South Carolina,45,12415,267,501,1,,,,,,,,,-12.47113619
6/1/2020,South Carolina,45,12148,287,500,6,,,,,,,,,-13.13589121
5/31/2020,South Carolina,45,11861,467,494,7,,,,,,,,,-13.86896997
5/30/2020,South Carolina,45,11394,263,487,4,,,,,,,,,-14.63761355
5/29/2020,South Carolina,45,11131,343,483,13,,,,,,,,,-15.40513949
5/28/2020,South Carolina,45,10788,165,470,4,,,,,,,,,-16.13322565
5/27/2020,South Carolina,45,10623,207,466,20,,,,,,,,,-16.78689432
5/26/2020,South Carolina,45,10416,238,446,6,,,,,,,,,-17.34120141
5/25/2020,South Carolina,45,10178,82,440,5,,,,,,,,,-17.78467273
5/24/2020,South Carolina,45,10096,201,435,10,,,,,,,,,-18.11920884
5/23/2020,South Carolina,45,9895,257,425,6,,,,,,,,,-18.35874563
5/22/2020,South Carolina,45,9638,259,419,3,,,,,,,,,-18.52174999
5/21/2020,South Carolina,45,9379,204,416,9,,,,,,,,,-18.62660955
5/20/2020,South Carolina,45,9175,119,407,8,,,,,,,,,-18.69111954
5/19/2020,South Carolina,45,9056,114,399,8,,,,,,,,,-18.73116309
5/18/2020,South Carolina,45,8942,126,391,6,,,,,,,,,-18.76104263
5/17/2020,South Carolina,45,8816,155,385,5,,,,,,,,,-18.79380703
5/16/2020,South Carolina,45,8661,254,380,0,,,,,,,,,-18.84179163
5/15/2020,South Carolina,45,8407,218,380,9,,,,,,,,,-18.91624094
5/14/2020,South Carolina,45,8189,159,371,9,,,,,,,,,-19.02741677
5/13/2020,South Carolina,45,8030,103,362,7,,,,,,,,,-19.18550148
5/12/2020,South Carolina,45,7927,135,355,9,,,,,,,,,-19.40101544
5/11/2020,South Carolina,45,7792,139,346,15,,,,,,,,,-19.68443976
5/10/2020,South Carolina,45,7653,122,331,1,,,,,,,,,-20.04563229
5/9/2020,South Carolina,45,7531,164,330,10,,,,,,,,,-20.49263924
5/8/2020,South Carolina,45,7367,225,320,4,,,,,,,,,-21.0285794
5/7/2020,South Carolina,45,7142,206,316,11,,,,,,,,,-21.64962755
5/6/2020,South Carolina,45,6936,95,305,9,,,,,,,,,-22.34777292
5/5/2020,South Carolina,45,6841,84,296,13,,,,,,,,,-23.11415336
5/4/2020,South Carolina,45,6757,131,283,8,,,,,,,,,-23.94077267
5/3/2020,South Carolina,45,6626,137,275,8,,,,,,,,,-24.82084661
5/2/2020,South Carolina,45,6489,231,267,11,,,,,,,,,-25.74791361
5/1/2020,South Carolina,45,6258,163,256,12,,,,,,,,,-26.71518706
4/30/2020,South Carolina,45,6095,214,244,12,,,,,,,,,-27.71520556
4/29/2020,South Carolina,45,5881,146,232,40,,,,,,,,,-28.73998909
4/28/2020,South Carolina,45,5735,122,192,15,,,,,,,,,-29.78105731
4/27/2020,South Carolina,45,5613,123,177,3,,,,,,,,,-30.82911068
4/26/2020,South Carolina,45,5490,237,174,8,,,,,,,,,-31.87399258
4/25/2020,South Carolina,45,5253,183,166,9,,,,,,,,,-32.90578622
4/24/2020,South Carolina,45,5070,153,157,7,,,,,,,,,-33.91619664
4/23/2020,South Carolina,45,4917,156,150,10,,,,,,,,,-34.89854302
4/22/2020,South Carolina,45,4761,153,140,5,,,,,,,,,-35.84846539
4/21/2020,South Carolina,45,4608,169,135,11,,,,,,,,,-36.76479308
4/20/2020,South Carolina,45,4439,62,124,4,,,,,,,,,-37.64777489
4/19/2020,South Carolina,45,4377,131,120,1,,,,,,,,,-38.49751996
4/18/2020,South Carolina,45,4246,160,119,3,,,,,,,,,-39.31420034
4/17/2020,South Carolina,45,4086,155,116,7,,,,,,,,,-40.09685702
4/16/2020,South Carolina,45,3931,275,109,2,,,,,,,,,-40.84078488
4/15/2020,South Carolina,45,3656,103,107,10,,,,,,,,,-41.5364873
4/14/2020,South Carolina,45,3553,114,97,10,,,,,,,,,-42.16976607
4/13/2020,South Carolina,45,3439,120,87,5,,,,,,,,,-42.72280673
4/12/2020,South Carolina,45,3319,112,82,2,,,,,,,,,-43.17667131
4/11/2020,South Carolina,45,3207,142,80,8,,,,,,,,,-43.51564747
4/10/2020,South Carolina,45,3065,273,72,5,,,,,,,,,-43.73100381
4/9/2020,South Carolina,45,2792,240,67,4,,,,,,,,,-43.82100125
4/8/2020,South Carolina,45,2552,135,63,12,,,,,,,,,-43.79000857
4/7/2020,South Carolina,45,2417,185,51,3,,,,,,,,,-43.64645655
4/6/2020,South Carolina,45,2232,183,48,4,,,,,,,,,-43.40062342
4/5/2020,South Carolina,45,2049,132,44,4,,,,,,,,,-43.06290494
4/4/2020,South Carolina,45,1917,217,40,6,,,,,,,,,-42.64276241
4/3/2020,South Carolina,45,1700,146,34,3,,,,,,,,,-42.1482561
4/2/2020,South Carolina,45,1554,261,31,5,,,,,,,,,-41.58475198
4/1/2020,South Carolina,45,1293,210,26,4,,,,,,,,,-40.95359015
3/31/2020,South Carolina,45,1083,158,22,4,,,,,,,,,-40.25090268
3/30/2020,South Carolina,45,925,150,18,2,,,,,,,,,-39.46659555
3/29/2020,South Carolina,45,775,114,16,1,,,,,,,,,-38.5840933
3/28/2020,South Carolina,45,661,119,15,2,,,,,,,,,-37.58083756
3/27/2020,South Carolina,45,542,86,13,4,,,,,,,,,-36.42937781
3/26/2020,South Carolina,45,456,31,9,1,,,,,,,,,-35.09833126
3/25/2020,South Carolina,45,425,83,8,0,,,,,,,,,-33.5549296
3/24/2020,South Carolina,45,342,43,8,3,,,,,,,,,-31.76875829
3/23/2020,South Carolina,45,299,105,5,2,,,,,,,,,-29.7165837
3/22/2020,South Carolina,45,194,22,3,0,,,,,,,,,-27.38792779
3/21/2020,South Carolina,45,172,46,3,0,,,,,,,,,-24.7897288
3/20/2020,South Carolina,45,126,45,3,2,,,,,,,,,-21.94939446
3/19/2020,South Carolina,45,81,21,1,0,,,,,,,,,-18.91552128
3/18/2020,South Carolina,45,60,13,1,0,,,,,,,,,-15.75754803
3/17/2020,South Carolina,45,47,14,1,0,,,,,,,,,-12.56304957
3/16/2020,South Carolina,45,33,5,1,1,,,,,,,,,-9.431542984
3/15/2020,South Carolina,45,28,9,0,0,,,,,,,,,-6.465020658
3/14/2020,South Carolina,45,19,6,0,0,,,,,,,,,-3.757168508
3/13/2020,South Carolina,45,13,1,0,0,,,,,,,,,-1.382498016
3/12/2020,South Carolina,45,12,2,0,0,,,,,,,,,0.6103179006
3/11/2020,South Carolina,45,10,1,0,0,,,,,,,,,2.200831696
3/10/2020,South Carolina,45,9,2,0,0,,,,,,,,,3.396003382
3/9/2020,South Carolina,45,7,1,0,0,,,,,,,,,4.226214949
3/8/2020,South Carolina,45,6,4,0,0,,,,,,,,,4.739717256
3/7/2020,South Carolina,45,2,0,0,0,,,,,,,,,4.997687949
3/6/2020,South Carolina,45,2,2,0,0,,,,,,,,,5.069861623
3/13/2021,South Dakota,46,114493,146,1909,2,360667,457035,7800,232966,6910,130331,5308,"6,584",0
3/12/2021,South Dakota,46,114347,184,1907,2,349016,449235,8490,226056,4658,125023,5327,"6,376",0
3/11/2021,South Dakota,46,114163,201,1905,1,339564,440745,16135,221398,4351,119696,3623,"6,400",0
3/10/2021,South Dakota,46,113962,209,1904,3,332059,424610,12940,217047,3367,116073,2231,"6,343",0
3/9/2021,South Dakota,46,113753,157,1901,0,326763,411670,12030,213680,512,113842,88,"6,313",0
3/8/2021,South Dakota,46,113596,7,1901,1,326272,399640,0,213168,2126,113754,2088,"6,314",0
3/7/2021,South Dakota,46,113589,211,1900,2,322959,399640,0,211042,5142,111666,3236,"6,382",0
3/6/2021,South Dakota,46,113378,149,1898,2,314577,399640,8200,205900,7240,108430,2947,"6,470",0
3/5/2021,South Dakota,46,113229,164,1896,0,304382,391440,14670,198660,4843,105483,4771,"6,404",0
3/4/2021,South Dakota,46,113065,232,1896,3,294765,376770,19520,193817,4000,100712,3106,"6,364",0
3/3/2021,South Dakota,46,112833,181,1893,5,287657,357250,15350,189817,3334,97606,1742,"6,421",0
3/2/2021,South Dakota,46,112652,182,1888,0,282575,341900,12600,186483,402,95864,97,"6,478",4.549530802
3/1/2021,South Dakota,46,112470,43,1888,0,282075,329300,0,186081,2287,95767,1501,"6,587",3.887041191
2/28/2021,South Dakota,46,112427,134,1888,2,278285,329300,0,183794,5259,94266,3737,"6,509",3.139097936
2/27/2021,South Dakota,46,112293,186,1886,7,269289,329300,10070,178535,6354,90529,3381,"6,206",2.328133889
2/26/2021,South Dakota,46,112107,143,1879,7,259553,319230,10100,172181,4806,87148,4527,"5,908",1.460616404
2/25/2021,South Dakota,46,111964,156,1872,8,250216,309130,10890,167375,4660,82621,2843,"11,292",0.5239400134
2/24/2021,South Dakota,46,111808,262,1864,1,242710,298240,19570,162715,3587,79778,1890,"10,978",-0.5077000209
2/23/2021,South Dakota,46,111546,212,1863,0,237230,278670,11700,159128,618,77888,648,"10,621",-1.664585272
2/22/2021,South Dakota,46,111334,30,1863,0,235964,266970,0,158510,1718,77240,1521,"10,630",-2.970913907
2/21/2021,South Dakota,46,111304,139,1863,4,232725,266970,0,156792,4137,75719,2690,"10,357",-4.43109379
2/20/2021,South Dakota,46,111165,147,1859,6,225848,266970,4170,152655,3679,73029,3946,"10,117",-6.012902808
2/19/2021,South Dakota,46,111018,147,1853,6,218198,262800,65750,148976,32515,69083,14472,"9,933",-7.646243153
2/18/2021,South Dakota,46,110871,186,1847,3,171175,197050,7800,116461,3036,54611,2274,"4,206",-9.247661056
2/17/2021,South Dakota,46,110685,92,1844,0,165865,189250,0,113425,2274,52337,706,"4,204",-10.73719819
2/16/2021,South Dakota,46,110593,217,1844,0,162885,189250,3613,111151,638,51631,692,"4,236",-12.04811106
2/15/2021,South Dakota,46,110376,61,1844,0,161554,185638,3613,110513,638,50939,692,"4,069",-13.13519534
2/14/2021,South Dakota,46,110315,110,1844,6,160223,182025,0,109875,3624,50247,1573,"4,112",-13.97750428
2/13/2021,South Dakota,46,110205,137,1838,7,155026,182025,0,106251,3175,48674,3169,"3,919",-14.56668955
2/12/2021,South Dakota,46,110068,209,1831,2,148670,182025,300,103076,5259,45505,1678,"3,868",-14.89877278
2/11/2021,South Dakota,46,109859,279,1829,14,141733,181725,8450,97817,3073,43827,2220,"3,722",-14.98474117
2/10/2021,South Dakota,46,109580,175,1815,6,136438,173275,5300,94744,2066,41607,1141,"3,639",-14.85465777
2/9/2021,South Dakota,46,109405,122,1809,0,133231,167975,6825,92678,63,40466,98,"3,604",-14.55175998
2/8/2021,South Dakota,46,109283,54,1809,0,133068,161150,0,92615,1017,40368,612,"3,626",-14.12401091
2/7/2021,South Dakota,46,109229,97,1809,5,131439,161150,0,91598,2716,39756,1130,"3,640",-13.62027445
2/6/2021,South Dakota,46,109132,188,1804,6,127592,161150,7700,88882,2961,38626,3036,"3,535",-13.08984289
2/5/2021,South Dakota,46,108944,131,1798,10,121593,153450,0,85921,4224,35590,1692,"3,480",-12.58434352
2/4/2021,South Dakota,46,108813,174,1788,6,115676,153450,5850,81697,2672,33898,2035,"3,414",-12.15315697
2/3/2021,South Dakota,46,108639,208,1782,3,110967,147600,5100,79025,1900,31863,1060,"3,426",-11.83800041
2/2/2021,South Dakota,46,108431,116,1779,1,108004,142500,11800,77125,73,30803,246,"3,597",-11.66990089
2/1/2021,South Dakota,46,108315,65,1778,0,107685,130700,0,77052,529,30557,1195,"3,596",-11.66054211
1/31/2021,South Dakota,46,108250,180,1778,3,105961,130700,0,76523,2294,29362,815,"3,646",-11.797782
1/30/2021,South Dakota,46,108070,115,1775,7,102847,130700,6900,74229,3727,28547,1882,"3,664",-12.04358217
1/29/2021,South Dakota,46,107955,160,1768,5,97231,123800,0,70502,3331,26665,2122,"3,798",-12.33710987
1/28/2021,South Dakota,46,107795,187,1763,24,91776,123800,975,67171,2140,24543,2648,"3,771",-12.61097847
1/27/2021,South Dakota,46,107608,228,1739,34,86986,122825,5100,65031,1019,21895,3142,"3,495",-12.80331232
1/26/2021,South Dakota,46,107380,200,1705,0,82823,117725,11150,64012,62,18753,249,"3,101",-12.87017728
1/25/2021,South Dakota,46,107180,32,1705,0,82512,106575,0,63950,859,18504,1211,"3,200",-12.79744546
1/24/2021,South Dakota,46,107148,185,1705,9,80441,106575,0,63091,2109,17293,1129,"3,048",-12.60698444
1/23/2021,South Dakota,46,106963,247,1696,12,77200,106575,6300,60982,4220,16164,2333,"2,728",-12.35126087
1/22/2021,South Dakota,46,106716,316,1684,11,70643,100275,975,56762,2231,13831,3035,"1,934",-12.10229887
1/21/2021,South Dakota,46,106400,337,1673,6,65377,99300,3475,54531,1983,10796,874,"1,585",-11.93755502
1/20/2021,South Dakota,46,106063,277,1667,0,62518,95825,2150,52548,1260,9922,145,"1,687",-11.91385023
1/19/2021,South Dakota,46,105786,127,1667,0,61113,93675,0,51288,975,9777,28,"1,774",-12.04667589
1/18/2021,South Dakota,46,105659,115,1667,11,60111,93675,1325,50313,1398,9749,239,"1,902",-12.30105048
1/17/2021,South Dakota,46,105544,266,1656,23,58654,92350,994,48915,1532,9510,397,"2,082",-12.60542671
1/16/2021,South Dakota,46,105278,341,1633,4,56668,91356,-2319,47384,-5,9113,-553,"2,352",-12.88662067
1/15/2021,South Dakota,46,104937,425,1629,15,57103,93675,5300,47389,2668,9666,873,"2,802",-13.09319538
1/14/2021,South Dakota,46,104512,317,1614,10,54284,88375,0,44721,1932,8794,873,"2,793",-13.21202103
1/13/2021,South Dakota,46,104195,452,1604,19,50712,88375,4875,42789,1467,7921,547,"2,014",-13.27567501
1/12/2021,South Dakota,46,103743,244,1585,0,48698,83500,7332,41322,3497,7374,7374,"2,852",-13.3445548
1/11/2021,South Dakota,46,103499,181,1585,0,44530,76168,6924,37825,3439,0,0,"2,852",-13.47302222
1/10/2021,South Dakota,46,103318,417,1585,15,40482,69244,6295,34386,3126,0,0,"2,852",-13.6969496
1/9/2021,South Dakota,46,102901,321,1570,14,36802,62949,5723,31260,2842,0,0,"2,852",-14.03115116
1/8/2021,South Dakota,46,102580,448,1556,12,33456,57226,5202,28418,2583,0,0,"2,852",-14.47001345
1/7/2021,South Dakota,46,102132,448,1544,25,30415,52024,4729,25835,2349,0,0,"2,852",-14.99618248
1/6/2021,South Dakota,46,101684,608,1519,6,27650,47295,4300,23486,2135,0,0,"2,852",-15.58777525
1/5/2021,South Dakota,46,101076,433,1513,0,25136,42995,3909,21351,1941,0,0,"2,852",-16.22312609
1/4/2021,South Dakota,46,100643,111,1513,0,22851,39086,3553,19410,1765,0,0,"2,852",-16.88302379
1/3/2021,South Dakota,46,100532,703,1513,12,20774,35533,3230,17645,1604,0,0,"2,852",-17.54636922
1/2/2021,South Dakota,46,99829,665,1501,13,18885,32303,29451,16041,13190,0,0,"2,852",-18.18431591
1/1/2021,South Dakota,46,99164,0,1488,0,2852,2852,2852,2852,2852,0,0,"2,852",-18.75699687
12/31/2020,South Dakota,46,99164,444,1488,24,,,,,,,,,-19.21919089
12/30/2020,South Dakota,46,98720,562,1464,18,,,,,,,,,-19.52569703
12/29/2020,South Dakota,46,98158,500,1446,0,,,,,,,,,-19.63482626
12/28/2020,South Dakota,46,97658,268,1446,0,,,,,,,,,-19.51512311
12/27/2020,South Dakota,46,97390,427,1446,0,,,,,,,,,-19.15821975
