date,state,fips,cases,daily_cases,deaths,daily_deaths,total_vaccinations,total_distributed,daily_distributed,total_people_vaccinated,daily_people_vaccinated,total_people_fully_vaccinated,daily_people_fully_vaccinated,daily_vaccinations,mobility_composite
3/13/2021,Alabama,1,503305,594,10327,28,1288242,1918560,80160,841394,24976,492755,20430,"26,935",-1.013040949
3/12/2021,Alabama,1,502711,448,10299,25,1249205,1838400,22170,816418,25554,472325,19579,"26,375",-1.013040949
3/11/2021,Alabama,1,502263,865,10274,52,1209802,1816230,40570,790864,22362,452746,17728,"25,376",-1.013040949
3/10/2021,Alabama,1,501398,782,10222,36,1173820,1775660,86610,768502,21234,435018,14935,"24,827",-1.013040949
3/9/2021,Alabama,1,500616,524,10186,38,1140984,1689050,60700,747268,14301,420083,10146,"24,118",-1.013040949
3/8/2021,Alabama,1,500092,273,10148,0,1116676,1628350,0,732967,23231,409937,11902,"24,040",-1.013040949
3/7/2021,Alabama,1,499819,408,10148,-1,1110132,1628350,0,709736,6011,398035,4416,"23,947",-1.013040949
3/6/2021,Alabama,1,499411,524,10149,27,1099697,1628350,71890,703725,16280,393619,18793,"24,087",-1.013040949
3/5/2021,Alabama,1,498887,811,10122,28,1064578,1556460,25990,687445,14899,374826,17442,"24,388",-1.013040949
3/4/2021,Alabama,1,498076,922,10094,65,1032171,1530470,61370,672546,13640,357384,18417,"23,916",-1.013040949
3/3/2021,Alabama,1,497154,2733,10029,38,1000031,1469100,7780,658906,11154,338967,16621,"22,904",-1.013040949
3/2/2021,Alabama,1,494421,652,9991,60,972161,1461320,59040,647752,9763,322346,13930,"22,436",-1.013040949
3/1/2021,Alabama,1,493769,517,9931,2,948393,1402280,0,637989,3197,308416,2685,"22,111",-1.685116924
2/28/2021,Alabama,1,493252,569,9929,-1,942502,1402280,100,634792,6209,305731,5183,"21,984",-2.484446092
2/27/2021,Alabama,1,492683,834,9930,61,931090,1402180,21800,628583,15486,300548,21563,"22,022",-3.412706301
2/26/2021,Alabama,1,491849,739,9869,38,893859,1380380,210260,613097,11754,278985,17296,"22,104",-4.469280544
2/25/2021,Alabama,1,491110,890,9831,87,864757,1170120,31470,601343,10334,261689,14665,"27,531",-5.650251547
2/24/2021,Alabama,1,490220,1247,9744,84,839703,1138650,54210,591009,10532,247024,13951,"27,098",-6.947028903
2/23/2021,Alabama,1,488973,1453,9660,68,815108,1084440,2340,580477,10122,233073,11288,"25,489",-8.342196677
2/22/2021,Alabama,1,487520,677,9592,0,793614,1082100,0,570355,2850,221785,2146,"24,164",-9.805468937
2/21/2021,Alabama,1,486843,857,9592,2,788613,1082100,3300,567505,6537,219639,5127,"25,194",-11.29256685
2/20/2021,Alabama,1,485986,774,9590,17,776936,1078800,1200,560968,15537,214512,22208,"25,111",-12.74523793
2/19/2021,Alabama,1,485212,847,9573,149,739132,1077600,45425,545431,39771,192304,27200,"24,002",-14.09283744
2/18/2021,Alabama,1,484365,1198,9424,78,672038,1032175,0,505660,11236,165104,10763,"18,400",-15.26028329
2/17/2021,Alabama,1,483167,679,9346,89,650020,1032175,16400,494424,8218,154341,5053,"19,174",-16.18338108
2/16/2021,Alabama,1,482488,883,9257,13,636682,1015775,25113,486206,6071,149288,6128,"20,816",-16.82034473
2/15/2021,Alabama,1,481605,674,9244,2,"634,659",990663,25113,480136,6071,143160,6128,"22,405",-17.15686659
2/14/2021,Alabama,1,480931,1075,9242,0,612254,965550,1950,474065,7033,137032,4003,"21,417",-17.20812013
2/13/2021,Alabama,1,479856,1189,9242,62,601159,963600,27400,467032,18961,133029,11010,"20,855",-17.01558216
2/12/2021,Alabama,1,478667,1097,9180,159,571115,936200,24325,448071,16812,122019,10983,"20,074",-16.63825417
2/11/2021,Alabama,1,477570,1503,9021,133,543237,911875,50700,431259,18797,111036,8516,"19,258",-16.14366955
2/10/2021,Alabama,1,476067,1401,8888,309,515802,861175,37575,412462,17266,102520,7487,"18,209",-15.59876858
2/9/2021,Alabama,1,474666,1318,8579,56,490969,823600,19500,395196,16682,95033,6580,"17,012",-15.06180543
2/8/2021,Alabama,1,473348,925,8523,8,467636,804100,0,378514,2947,88453,2312,"15,622",-14.57772163
2/7/2021,Alabama,1,472423,1112,8515,2,462332,804100,0,375567,5292,86141,1863,"15,480",-14.17816061
2/6/2021,Alabama,1,471311,1992,8513,64,455173,804100,4225,370275,16753,84278,7675,"16,105",-13.88301156
2/5/2021,Alabama,1,469319,1496,8449,84,430597,799875,200,353522,14677,76603,7448,"18,526",-13.70165888
2/4/2021,Alabama,1,467823,2767,8365,162,408428,799675,34525,338845,13847,69155,6165,"18,491",-13.63407175
2/3/2021,Alabama,1,465056,2118,8203,309,388339,765150,84600,324998,12287,62990,4165,"17,414",-13.67276387
2/2/2021,Alabama,1,462938,2078,7894,206,371882,680550,21150,312711,11083,58825,2517,"16,703",-13.80399004
2/1/2021,Alabama,1,460860,1221,7688,0,358280,659400,0,301628,3327,56308,977,"15,381",-14.00799155
1/31/2021,Alabama,1,459639,4057,7688,122,353974,659400,0,298301,9933,55331,1589,"15,748",-14.26019363
1/30/2021,Alabama,1,455582,0,7566,0,342436,659400,0,288368,31767,53742,9669,"17,271",-14.53286004
1/29/2021,Alabama,1,455582,2848,7566,226,300915,659400,4125,256601,15264,44073,6642,"14,514",-14.7969564
1/28/2021,Alabama,1,452734,3648,7340,168,278993,655275,21275,241337,8704,37431,3836,"16,153",-15.02578023
1/27/2021,Alabama,1,449086,3177,7172,276,266444,634000,65000,232633,8779,33595,2662,"18,178",-15.19948956
1/26/2021,Alabama,1,445909,2900,6896,234,254959,569000,47775,223854,3390,30933,955,"17,738",-15.30738071
1/25/2021,Alabama,1,443009,1839,6662,2,250612,521225,0,220464,6631,29978,242,"18,196",-15.34820558
1/24/2021,Alabama,1,441170,1728,6660,3,243737,521225,0,213833,19878,29736,2314,"18,294",-15.32993845
1/23/2021,Alabama,1,439442,3355,6657,171,221540,521225,1700,193955,19638,27422,2582,"16,202",-15.26841899
1/22/2021,Alabama,1,436087,3551,6486,107,199314,519525,26400,174317,29888,24840,3495,"14,107",-15.18309239
1/21/2021,Alabama,1,432536,2881,6379,96,165919,493125,9850,144429,23316,21345,3389,"10,517",-15.09098089
1/20/2021,Alabama,1,429655,3112,6283,157,139200,483275,38625,121113,6794,17956,1610,"7,880",-15.00543914
1/19/2021,Alabama,1,426543,2515,6126,5,130795,444650,0,114319,6841,16346,715,"7,523",-14.93630327
1/18/2021,Alabama,1,424028,1430,6121,1,123091,444650,0,107478,6750,15632,1066,"7,517",-14.88981704
1/17/2021,Alabama,1,422598,1917,6120,1,"115,574",444650,0,100729,6484,14565,1330,"7,509",-14.87023236
1/16/2021,Alabama,1,420681,3153,6119,89,"108,065",444650,0,94245,7289,13235,-253,"7,498",-14.88187493
1/15/2021,Alabama,1,417528,2945,6030,85,100567,444650,9300,86956,6476,13488,2122,"7,478",-14.92917592
1/14/2021,Alabama,1,414583,3588,5945,185,92300,435350,56375,80480,5688,11367,2122,"7,083",-15.01635368
1/13/2021,Alabama,1,410995,3147,5760,187,84040,378975,1950,74792,3931,9245,1975,"5,906",-15.1472724
1/12/2021,Alabama,1,407848,3848,5573,226,78134,377025,32878,70861,5045,7270,974,"5,706",-15.32324785
1/11/2021,Alabama,1,404000,2100,5347,13,72428,344147,29889,65816,4586,6296,834,"5,187",-15.54168237
1/10/2021,Alabama,1,401900,2750,5334,35,67241,314258,27172,61230,4169,5462,693,"4,715",-15.7970595
1/9/2021,Alabama,1,399150,4863,5299,108,62526,287086,24701,57061,3790,4769,642,"4,287",-16.0819834
1/8/2021,Alabama,1,394287,5057,5191,111,58239,262385,22456,53271,3445,4127,638,"3,897",-16.38482608
1/7/2021,Alabama,1,389230,5046,5080,86,54342,239929,20414,49826,3132,3490,614,"3,543",-16.68922065
1/6/2021,Alabama,1,384184,4591,4994,108,50799,219515,18559,46694,2848,2876,574,"3,221",-16.97801693
1/5/2021,Alabama,1,379593,5498,4886,8,47578,200956,16871,43846,2589,2301,620,"2,928",-17.23487776
1/4/2021,Alabama,1,374095,2161,4878,5,44650,184085,15338,41257,2353,1681,537,"2,662",-17.44302047
1/3/2021,Alabama,1,371934,2476,4873,1,41988,168747,13943,38904,2139,1144,449,"2,420",-17.58527949
1/2/2021,Alabama,1,369458,3711,4872,0,39568,154804,139433,36765,21394,695,364,"24,197",-17.6455034
1/1/2021,Alabama,1,365747,4521,4872,45,15371,15371,15371,15371,15371,331,331,"15,371",-17.60885723
12/31/2020,Alabama,1,361226,4406,4827,53,,,,,,,,,-17.46245682
12/30/2020,Alabama,1,356820,5016,4774,37,,,,,,,,,-17.19640952
12/29/2020,Alabama,1,351804,3907,4737,25,,,,,,,,,-16.80534458
12/28/2020,Alabama,1,347897,2269,4712,21,,,,,,,,,-16.29104183
12/27/2020,Alabama,1,345628,2170,4691,6,,,,,,,,,-15.66580241
12/26/2020,Alabama,1,343458,1032,4685,5,,,,,,,,,-14.95363468
12/25/2020,Alabama,1,342426,3625,4680,4,,,,,,,,,-14.18751645
12/24/2020,Alabama,1,338801,4232,4676,89,,,,,,,,,-13.404992
12/23/2020,Alabama,1,334569,4758,4587,135,,,,,,,,,-12.64491729
12/22/2020,Alabama,1,329811,4979,4452,63,,,,,,,,,-11.94486129
12/21/2020,Alabama,1,324832,2380,4389,0,,,,,,,,,-11.33840693
12/20/2020,Alabama,1,322452,2548,4389,0,,,,,,,,,-10.85131325
12/19/2020,Alabama,1,319904,4221,4389,93,,,,,,,,,-10.49483196
12/18/2020,Alabama,1,315683,5348,4296,42,,,,,,,,,-10.26103781
12/17/2020,Alabama,1,310335,4695,4254,56,,,,,,,,,-10.12582666
12/16/2020,Alabama,1,305640,4107,4198,74,,,,,,,,,-10.06056881
12/15/2020,Alabama,1,301533,3638,4124,22,,,,,,,,,-10.04022109
12/14/2020,Alabama,1,297895,2264,4102,0,,,,,,,,,-10.04685735
12/13/2020,Alabama,1,295631,2790,4102,0,,,,,,,,,-10.07102528
12/12/2020,Alabama,1,292841,4066,4102,16,,,,,,,,,-10.11074487
12/11/2020,Alabama,1,288775,3853,4086,52,,,,,,,,,-10.16750307
12/10/2020,Alabama,1,284922,4735,4034,49,,,,,,,,,-10.24374837
12/9/2020,Alabama,1,280187,3522,3985,43,,,,,,,,,-10.34343729
12/8/2020,Alabama,1,276665,4436,3942,50,,,,,,,,,-10.47125305
12/7/2020,Alabama,1,272229,2352,3892,3,,,,,,,,,-10.63240205
12/6/2020,Alabama,1,269877,2288,3889,12,,,,,,,,,-10.83168207
12/5/2020,Alabama,1,267589,3390,3877,46,,,,,,,,,-11.07073451
12/4/2020,Alabama,1,264199,3840,3831,55,,,,,,,,,-11.34371738
12/3/2020,Alabama,1,260359,3531,3776,65,,,,,,,,,-11.63479475
12/2/2020,Alabama,1,256828,3928,3711,73,,,,,,,,,-11.92017196
12/1/2020,Alabama,1,252900,3376,3638,60,,,,,,,,,-12.16912606
11/30/2020,Alabama,1,249524,2295,3578,1,,,,,,,,,-12.34644429
11/29/2020,Alabama,1,247229,2236,3577,5,,,,,,,,,-12.41713927
11/28/2020,Alabama,1,244993,2119,3572,0,,,,,,,,,-12.35268553
11/27/2020,Alabama,1,242874,917,3572,0,,,,,,,,,-12.13766042
11/26/2020,Alabama,1,241957,2639,3572,40,,,,,,,,,-11.77582137
11/25/2020,Alabama,1,239318,2453,3532,60,,,,,,,,,-11.29273826
11/24/2020,Alabama,1,236865,2785,3472,13,,,,,,,,,-10.73145255
11/23/2020,Alabama,1,234080,1574,3459,2,,,,,,,,,-10.14417697
11/22/2020,Alabama,1,232506,1798,3457,0,,,,,,,,,-9.584810821
11/21/2020,Alabama,1,230708,2335,3457,6,,,,,,,,,-9.100568824
11/20/2020,Alabama,1,228373,2463,3451,32,,,,,,,,,-8.722120868
11/19/2020,Alabama,1,225910,2424,3419,72,,,,,,,,,-8.46059194
11/18/2020,Alabama,1,223486,2638,3347,46,,,,,,,,,-8.312665103
11/17/2020,Alabama,1,220848,1616,3301,52,,,,,,,,,-8.265506272
11/16/2020,Alabama,1,219232,1410,3249,1,,,,,,,,,-8.300012336
11/15/2020,Alabama,1,217822,1979,3248,2,,,,,,,,,-8.393570103
11/14/2020,Alabama,1,215843,2226,3246,15,,,,,,,,,-8.522230929
11/13/2020,Alabama,1,213617,2980,3231,18,,,,,,,,,-8.662261397
11/12/2020,Alabama,1,210637,2000,3213,12,,,,,,,,,-8.791879638
11/11/2020,Alabama,1,208637,2070,3201,81,,,,,,,,,-8.894506762
11/10/2020,Alabama,1,206567,1710,3120,36,,,,,,,,,-8.96122503
11/9/2020,Alabama,1,204857,1170,3084,0,,,,,,,,,-8.991489394
11/8/2020,Alabama,1,203687,1205,3084,2,,,,,,,,,-8.991503265
11/7/2020,Alabama,1,202482,1768,3082,33,,,,,,,,,-8.972065783
11/6/2020,Alabama,1,200714,1556,3049,23,,,,,,,,,-8.945250118
11/5/2020,Alabama,1,199158,1381,3026,20,,,,,,,,,-8.9217457
11/4/2020,Alabama,1,197777,1848,3006,19,,,,,,,,,-8.911103238
11/3/2020,Alabama,1,195929,1037,2987,14,,,,,,,,,-8.921131691
11/2/2020,Alabama,1,194892,907,2973,0,,,,,,,,,-8.955702283
11/1/2020,Alabama,1,193985,1700,2973,6,,,,,,,,,-9.012403501
10/31/2020,Alabama,1,192285,1789,2967,35,,,,,,,,,-9.082673855
10/30/2020,Alabama,1,190496,1347,2932,18,,,,,,,,,-9.152276181
10/29/2020,Alabama,1,189149,1443,2914,3,,,,,,,,,-9.203145608
10/28/2020,Alabama,1,187706,1269,2911,19,,,,,,,,,-9.217681844
10/27/2020,Alabama,1,186437,1115,2892,26,,,,,,,,,-9.183362013
10/26/2020,Alabama,1,185322,967,2866,0,,,,,,,,,-9.094741586
10/25/2020,Alabama,1,184355,1079,2866,0,,,,,,,,,-8.953877246
10/24/2020,Alabama,1,183276,2360,2866,7,,,,,,,,,-8.769957839
10/23/2020,Alabama,1,180916,3852,2859,16,,,,,,,,,-8.557983229
10/22/2020,Alabama,1,177064,1390,2843,15,,,,,,,,,-8.338302088
10/21/2020,Alabama,1,175674,1146,2828,23,,,,,,,,,-8.135642978
10/20/2020,Alabama,1,174528,1043,2805,16,,,,,,,,,-7.97692795
10/19/2020,Alabama,1,173485,859,2789,1,,,,,,,,,-7.887972418
10/18/2020,Alabama,1,172626,964,2788,0,,,,,,,,,-7.889486315
10/17/2020,Alabama,1,171662,1288,2788,2,,,,,,,,,-7.992471901
10/16/2020,Alabama,1,170374,1212,2786,30,,,,,,,,,-8.192709145
10/15/2020,Alabama,1,169162,1185,2756,50,,,,,,,,,-8.469129305
10/14/2020,Alabama,1,167977,784,2706,41,,,,,,,,,-8.787401549
10/13/2020,Alabama,1,167193,1117,2665,0,,,,,,,,,-9.104510599
10/12/2020,Alabama,1,166076,734,2665,1,,,,,,,,,-9.374628063
10/11/2020,Alabama,1,165342,816,2664,0,,,,,,,,,-9.557223697
10/10/2020,Alabama,1,164526,1061,2664,11,,,,,,,,,-9.623298698
10/9/2020,Alabama,1,163465,1490,2653,16,,,,,,,,,-9.558170437
10/8/2020,Alabama,1,161975,557,2637,36,,,,,,,,,-9.363762897
10/7/2020,Alabama,1,161418,941,2601,21,,,,,,,,,-9.058517988
10/6/2020,Alabama,1,160477,764,2580,21,,,,,,,,,-8.674470611
10/5/2020,Alabama,1,159713,544,2559,1,,,,,,,,,-8.254033551
10/4/2020,Alabama,1,159169,789,2558,0,,,,,,,,,-7.844266314
10/3/2020,Alabama,1,158380,1682,2558,8,,,,,,,,,-7.488644308
10/2/2020,Alabama,1,156698,954,2550,2,,,,,,,,,-7.219741878
10/1/2020,Alabama,1,155744,1043,2548,8,,,,,,,,,-7.056021805
9/30/2020,Alabama,1,154701,1147,2540,23,,,,,,,,,-7.00377259
9/29/2020,Alabama,1,153554,571,2517,16,,,,,,,,,-7.05960349
9/28/2020,Alabama,1,152983,662,2501,-1,,,,,,,,,-7.212997859
9/27/2020,Alabama,1,152321,730,2502,1,,,,,,,,,-7.449578736
9/26/2020,Alabama,1,151591,933,2501,10,,,,,,,,,-7.753515467
9/25/2020,Alabama,1,150658,2452,2491,-15,,,,,,,,,-8.108026892
9/24/2020,Alabama,1,148206,1053,2506,18,,,,,,,,,-8.496617235
9/23/2020,Alabama,1,147153,569,2488,31,,,,,,,,,-8.905457639
9/22/2020,Alabama,1,146584,804,2457,18,,,,,,,,,-9.323820191
9/21/2020,Alabama,1,145780,818,2439,2,,,,,,,,,-9.741568203
9/20/2020,Alabama,1,144962,798,2437,0,,,,,,,,,-10.14664137
9/19/2020,Alabama,1,144164,1301,2437,9,,,,,,,,,-10.52228995
9/18/2020,Alabama,1,142863,1106,2428,27,,,,,,,,,-10.84528947
9/17/2020,Alabama,1,141757,670,2401,9,,,,,,,,,-11.0893721
9/16/2020,Alabama,1,141087,927,2392,5,,,,,,,,,-11.23285426
9/15/2020,Alabama,1,140160,701,2387,32,,,,,,,,,-11.26471449
9/14/2020,Alabama,1,139459,704,2355,4,,,,,,,,,-11.18816302
9/13/2020,Alabama,1,138755,1109,2351,1,,,,,,,,,-11.01900218
9/12/2020,Alabama,1,137646,943,2350,17,,,,,,,,,-10.78024824
9/11/2020,Alabama,1,136703,1138,2333,32,,,,,,,,,-10.49636493
9/10/2020,Alabama,1,135565,1148,2301,16,,,,,,,,,-10.18887537
9/9/2020,Alabama,1,134417,811,2285,8,,,,,,,,,-9.876682923
9/8/2020,Alabama,1,133606,633,2277,1,,,,,,,,,-9.577662585
9/7/2020,Alabama,1,132973,659,2276,0,,,,,,,,,-9.309088138
9/6/2020,Alabama,1,132314,511,2276,1,,,,,,,,,-9.089236204
9/5/2020,Alabama,1,131803,1410,2275,9,,,,,,,,,-8.938110199
9/4/2020,Alabama,1,130393,1108,2266,33,,,,,,,,,-8.871831476
9/3/2020,Alabama,1,129285,1046,2233,16,,,,,,,,,-8.897307419
9/2/2020,Alabama,1,128239,623,2217,17,,,,,,,,,-9.010805168
9/1/2020,Alabama,1,127616,1558,2200,18,,,,,,,,,-9.198319067
8/31/2020,Alabama,1,126058,823,2182,20,,,,,,,,,-9.438838603
8/30/2020,Alabama,1,125235,1346,2162,10,,,,,,,,,-9.708281137
8/29/2020,Alabama,1,123889,1704,2152,45,,,,,,,,,-9.983372388
8/28/2020,Alabama,1,122185,1162,2107,31,,,,,,,,,-10.24337622
8/27/2020,Alabama,1,121023,1769,2076,31,,,,,,,,,-10.47162888
8/26/2020,Alabama,1,119254,2012,2045,8,,,,,,,,,-10.6589022
8/25/2020,Alabama,1,117242,532,2037,13,,,,,,,,,-10.80425029
8/24/2020,Alabama,1,116710,1650,2024,11,,,,,,,,,-10.9136993
8/23/2020,Alabama,1,115060,528,2013,2,,,,,,,,,-10.99818882
8/22/2020,Alabama,1,114532,900,2011,15,,,,,,,,,-11.06936667
8/21/2020,Alabama,1,113632,1183,1996,22,,,,,,,,,-11.13458593
8/20/2020,Alabama,1,112449,971,1974,30,,,,,,,,,-11.19531372
8/19/2020,Alabama,1,111478,1117,1944,8,,,,,,,,,-11.25067761
8/18/2020,Alabama,1,110361,1357,1936,11,,,,,,,,,-11.29982398
8/17/2020,Alabama,1,109004,571,1925,27,,,,,,,,,-11.34218126
8/16/2020,Alabama,1,108433,853,1898,2,,,,,,,,,-11.37747001
8/15/2020,Alabama,1,107580,1271,1896,3,,,,,,,,,-11.40508873
8/14/2020,Alabama,1,106309,752,1893,3,,,,,,,,,-11.42178223
8/13/2020,Alabama,1,105557,771,1890,8,,,,,,,,,-11.42212966
8/12/2020,Alabama,1,104786,935,1882,35,,,,,,,,,-11.40307848
8/11/2020,Alabama,1,103851,831,1847,50,,,,,,,,,-11.36548488
8/10/2020,Alabama,1,103020,1686,1797,29,,,,,,,,,-11.31374438
8/9/2020,Alabama,1,101334,1161,1768,13,,,,,,,,,-11.25551498
8/8/2020,Alabama,1,100173,1872,1755,20,,,,,,,,,-11.19956855
8/7/2020,Alabama,1,98301,1709,1735,21,,,,,,,,,-11.15164633
8/6/2020,Alabama,1,96592,1938,1714,19,,,,,,,,,-11.11310622
8/5/2020,Alabama,1,94654,952,1695,29,,,,,,,,,-11.08479108
8/4/2020,Alabama,1,93702,1041,1666,33,,,,,,,,,-11.06877035
8/3/2020,Alabama,1,92661,1217,1633,6,,,,,,,,,-11.06743034
8/2/2020,Alabama,1,91444,2095,1627,24,,,,,,,,,-11.08226404
8/1/2020,Alabama,1,89349,1626,1603,23,,,,,,,,,-11.11156385
7/31/2020,Alabama,1,87723,1961,1580,15,,,,,,,,,-11.14762145
7/30/2020,Alabama,1,85762,1980,1565,27,,,,,,,,,-11.17706962
7/29/2020,Alabama,1,83782,1416,1538,47,,,,,,,,,-11.18609448
7/28/2020,Alabama,1,82366,1251,1491,0,,,,,,,,,-11.1636823
7/27/2020,Alabama,1,81115,1821,1491,18,,,,,,,,,-11.10280397
7/26/2020,Alabama,1,79294,1164,1473,17,,,,,,,,,-11.00105411
7/25/2020,Alabama,1,78130,2125,1456,18,,,,,,,,,-10.85909942
7/24/2020,Alabama,1,76005,1793,1438,41,,,,,,,,,-10.67709634
7/23/2020,Alabama,1,74212,2399,1397,33,,,,,,,,,-10.45341709
7/22/2020,Alabama,1,71813,1455,1364,61,,,,,,,,,-10.18830248
7/21/2020,Alabama,1,70358,1467,1303,12,,,,,,,,,-9.88621941
7/20/2020,Alabama,1,68891,1880,1291,4,,,,,,,,,-9.55693427
7/19/2020,Alabama,1,67011,1777,1287,1,,,,,,,,,-9.216151716
7/18/2020,Alabama,1,65234,2143,1286,21,,,,,,,,,-8.883311029
7/17/2020,Alabama,1,63091,2003,1265,35,,,,,,,,,-8.576528277
7/16/2020,Alabama,1,61088,2021,1230,19,,,,,,,,,-8.309919706
7/15/2020,Alabama,1,59067,1812,1211,47,,,,,,,,,-8.09627916
7/14/2020,Alabama,1,57255,1710,1164,40,,,,,,,,,-7.947661677
7/13/2020,Alabama,1,55545,1958,1124,3,,,,,,,,,-7.873983157
7/12/2020,Alabama,1,53587,1640,1121,7,,,,,,,,,-7.881338826
7/11/2020,Alabama,1,51947,1439,1114,10,,,,,,,,,-7.969855685
7/10/2020,Alabama,1,50508,1334,1104,36,,,,,,,,,-8.129877888
7/9/2020,Alabama,1,49174,2212,1068,10,,,,,,,,,-8.339921907
7/8/2020,Alabama,1,46962,1177,1058,25,,,,,,,,,-8.572408506
7/7/2020,Alabama,1,45785,907,1033,26,,,,,,,,,-8.797499395
7/6/2020,Alabama,1,44878,925,1007,0,,,,,,,,,-8.986212868
7/5/2020,Alabama,1,43953,1091,1007,0,,,,,,,,,-9.11491859
7/4/2020,Alabama,1,42862,997,1007,1,,,,,,,,,-9.168004507
7/3/2020,Alabama,1,41865,1754,1006,21,,,,,,,,,-9.140027044
7/2/2020,Alabama,1,40111,1149,985,13,,,,,,,,,-9.039250101
7/1/2020,Alabama,1,38962,917,972,22,,,,,,,,,-8.88504808
6/30/2020,Alabama,1,38045,870,950,21,,,,,,,,,-8.700112472
6/29/2020,Alabama,1,37175,1734,929,10,,,,,,,,,-8.505718151
6/28/2020,Alabama,1,35441,358,919,0,,,,,,,,,-8.319121262
6/27/2020,Alabama,1,35083,900,919,12,,,,,,,,,-8.150596427
6/26/2020,Alabama,1,34183,977,907,11,,,,,,,,,-8.000177967
6/25/2020,Alabama,1,33206,1142,896,5,,,,,,,,,-7.859619094
6/24/2020,Alabama,1,32064,967,891,27,,,,,,,,,-7.720551872
6/23/2020,Alabama,1,31097,643,864,23,,,,,,,,,-7.57976298
6/22/2020,Alabama,1,30454,433,841,2,,,,,,,,,-7.441206954
6/21/2020,Alabama,1,30021,472,839,1,,,,,,,,,-7.316160754
6/20/2020,Alabama,1,29549,547,838,16,,,,,,,,,-7.220088017
6/19/2020,Alabama,1,29002,796,822,12,,,,,,,,,-7.165970137
6/18/2020,Alabama,1,28206,894,810,20,,,,,,,,,-7.159728576
6/17/2020,Alabama,1,27312,400,790,5,,,,,,,,,-7.202972507
6/16/2020,Alabama,1,26912,640,785,11,,,,,,,,,-7.294992773
6/15/2020,Alabama,1,26272,657,774,1,,,,,,,,,-7.433909343
6/14/2020,Alabama,1,25615,1014,773,0,,,,,,,,,-7.617450092
6/13/2020,Alabama,1,24601,891,773,4,,,,,,,,,-7.841891532
6/12/2020,Alabama,1,23710,865,769,14,,,,,,,,,-8.098558994
6/11/2020,Alabama,1,22845,856,755,11,,,,,,,,,-8.373243523
6/10/2020,Alabama,1,21989,567,744,15,,,,,,,,,-8.65078627
6/9/2020,Alabama,1,21422,497,729,11,,,,,,,,,-8.917839435
6/8/2020,Alabama,1,20925,425,718,26,,,,,,,,,-9.165635896
6/7/2020,Alabama,1,20500,457,692,3,,,,,,,,,-9.392970391
6/6/2020,Alabama,1,20043,656,689,13,,,,,,,,,-9.606355937
6/5/2020,Alabama,1,19387,315,676,23,,,,,,,,,-9.816322459
6/4/2020,Alabama,1,19072,221,653,0,,,,,,,,,-10.03279098
6/3/2020,Alabama,1,18851,80,653,0,,,,,,,,,-10.26535348
6/2/2020,Alabama,1,18771,237,653,7,,,,,,,,,-10.52124994
6/1/2020,Alabama,1,18534,582,646,16,,,,,,,,,-10.80245783
5/31/2020,Alabama,1,17952,593,630,12,,,,,,,,,-11.10571937
5/30/2020,Alabama,1,17359,328,618,8,,,,,,,,,-11.42229577
5/29/2020,Alabama,1,17031,501,610,19,,,,,,,,,-11.73728936
5/28/2020,Alabama,1,16530,498,591,8,,,,,,,,,-12.03129223
5/27/2020,Alabama,1,16032,382,583,3,,,,,,,,,-12.2855624
5/26/2020,Alabama,1,15650,664,580,14,,,,,,,,,-12.48768252
5/25/2020,Alabama,1,14986,508,566,15,,,,,,,,,-12.63546698
5/24/2020,Alabama,1,14478,329,551,2,,,,,,,,,-12.7381045
5/23/2020,Alabama,1,14149,479,549,8,,,,,,,,,-12.81406845
5/22/2020,Alabama,1,13670,256,541,12,,,,,,,,,-12.88339181
5/21/2020,Alabama,1,13414,362,529,7,,,,,,,,,-12.96146154
5/20/2020,Alabama,1,13052,676,522,18,,,,,,,,,-13.05789864
5/19/2020,Alabama,1,12376,290,504,15,,,,,,,,,-13.17519377
5/18/2020,Alabama,1,12086,315,489,1,,,,,,,,,-13.30947236
5/17/2020,Alabama,1,11771,97,488,3,,,,,,,,,-13.45378733
5/16/2020,Alabama,1,11674,301,485,2,,,,,,,,,-13.60204468
5/15/2020,Alabama,1,11373,272,483,10,,,,,,,,,-13.7514408
5/14/2020,Alabama,1,11101,401,473,23,,,,,,,,,-13.90304002
5/13/2020,Alabama,1,10700,236,450,15,,,,,,,,,-14.06311816
5/12/2020,Alabama,1,10464,300,435,32,,,,,,,,,-14.2421862
5/11/2020,Alabama,1,10164,275,403,10,,,,,,,,,-14.45240398
5/10/2020,Alabama,1,9889,221,393,3,,,,,,,,,-14.70662068
5/9/2020,Alabama,1,9668,283,390,7,,,,,,,,,-15.01805907
5/8/2020,Alabama,1,9385,339,383,14,,,,,,,,,-15.39860222
5/7/2020,Alabama,1,9046,355,369,26,,,,,,,,,-15.85716528
5/6/2020,Alabama,1,8691,254,343,28,,,,,,,,,-16.4023142
5/5/2020,Alabama,1,8437,325,315,17,,,,,,,,,-17.04193947
5/4/2020,Alabama,1,8112,224,298,8,,,,,,,,,-17.78126268
5/3/2020,Alabama,1,7888,277,290,2,,,,,,,,,-18.62080208
5/2/2020,Alabama,1,7611,317,288,-1,,,,,,,,,-19.55409918
5/1/2020,Alabama,1,7294,226,289,17,,,,,,,,,-20.56730059
4/30/2020,Alabama,1,7068,143,272,10,,,,,,,,,-21.6403319
4/29/2020,Alabama,1,6925,175,262,20,,,,,,,,,-22.74982977
